"";"n";"lambda";"p";"df";"method";"cov_2norm"
"1619";500;37;10;10;"PCA";0,0455615633983301
"1620";500;37;10;10;"SPCA";0,0607663210629086
"1621";500;38;10;3;"PCA";0,45516287755527
"1622";500;38;10;3;"SPCA";0,0559218587819812
"1623";500;38;10;5;"PCA";0,0805887503913212
"1624";500;38;10;5;"SPCA";0,0576180744554641
"1625";500;38;10;10;"PCA";0,0408074522751374
"1626";500;38;10;10;"SPCA";0,0572169628796273
"1627";500;39;10;3;"PCA";1,09854118763398
"1628";500;39;10;3;"SPCA";0,0587121789117879
"1629";500;39;10;5;"PCA";0,0784345210567677
"1630";500;39;10;5;"SPCA";0,056523418776805
"1631";500;39;10;10;"PCA";0,0408596054652574
"1632";500;39;10;10;"SPCA";0,0564638077090473
"1633";500;40;10;3;"PCA";0,512890325740954
"1634";500;40;10;3;"SPCA";0,0572641755519486
"1635";500;40;10;5;"PCA";0,0870681009791059
"1636";500;40;10;5;"SPCA";0,0550452976610742
"1637";500;40;10;10;"PCA";0,0395379136982184
"1638";500;40;10;10;"SPCA";0,0540401191368668
"1639";1000;2;10;3;"PCA";82,3567281818909
"1640";1000;2;10;3;"SPCA";4,17051807335779
"1641";1000;2;10;5;"PCA";7,17628092600182
"1642";1000;2;10;5;"SPCA";2,68714926989076
"1643";1000;2;10;10;"PCA";3,0802708472089
"1644";1000;2;10;10;"SPCA";2,94943511177809
"1645";1000;3;10;3;"PCA";31,0097751710199
"1646";1000;3;10;3;"SPCA";1,14537871556886
"1647";1000;3;10;5;"PCA";2,38319394777998
"1648";1000;3;10;5;"SPCA";1,0657640883452
"1649";1000;3;10;10;"PCA";1,11514793240956
"1650";1000;3;10;10;"SPCA";1,05176267624172
"1651";1000;4;10;3;"PCA";15,8388164653853
"1652";1000;4;10;3;"SPCA";0,661903405099802
"1653";1000;4;10;5;"PCA";2,29738242923781
"1654";1000;4;10;5;"SPCA";0,669318665509174
"1655";1000;4;10;10;"PCA";0,65934321352858
"1656";1000;4;10;10;"SPCA";0,64816329366319
"1657";1000;5;10;3;"PCA";10,9362381921727
"1658";1000;5;10;3;"SPCA";0,497149813411531
"1659";1000;5;10;5;"PCA";1,00932059584158
"1660";1000;5;10;5;"SPCA";0,44883163722781
"1661";1000;5;10;10;"PCA";0,496770936289533
"1662";1000;5;10;10;"SPCA";0,471102234868617
"1663";1000;6;10;3;"PCA";7,17173517075442
"1664";1000;6;10;3;"SPCA";0,371223463800852
"1665";1000;6;10;5;"PCA";0,716726888000633
"1666";1000;6;10;5;"SPCA";0,371571023187625
"1667";1000;6;10;10;"PCA";0,352617546565071
"1668";1000;6;10;10;"SPCA";0,357488492845991
"1669";1000;7;10;3;"PCA";7,69074732156693
"1670";1000;7;10;3;"SPCA";0,291814039404559
"1671";1000;7;10;5;"PCA";0,770077983149014
"1672";1000;7;10;5;"SPCA";0,303146169699618
"1673";1000;7;10;10;"PCA";0,306111172486945
"1674";1000;7;10;10;"SPCA";0,299811408879069
"1675";1000;8;10;3;"PCA";5,92875275106347
"1676";1000;8;10;3;"SPCA";0,262661681597628
"1677";1000;8;10;5;"PCA";1,36219790219405
"1678";1000;8;10;5;"SPCA";0,254881983704991
"1679";1000;8;10;10;"PCA";0,262667872506591
"1680";1000;8;10;10;"SPCA";0,273905221712434
"1681";1000;9;10;3;"PCA";4,73952090647184
"1682";1000;9;10;3;"SPCA";0,233800460766482
"1683";1000;9;10;5;"PCA";0,472887666968648
"1684";1000;9;10;5;"SPCA";0,225461341222499
"1685";1000;9;10;10;"PCA";0,220668069669714
"1686";1000;9;10;10;"SPCA";0,234503613961575
"1687";1000;10;10;3;"PCA";4,35762510263021
"1688";1000;10;10;3;"SPCA";0,215414329089329
"1689";1000;10;10;5;"PCA";0,365104252103063
"1690";1000;10;10;5;"SPCA";0,203704337698251
"1691";1000;10;10;10;"PCA";0,191440170445686
"1692";1000;10;10;10;"SPCA";0,207656096989816
"1693";1000;11;10;3;"PCA";3,22289398992103
"1694";1000;11;10;3;"SPCA";0,194584817021624
"1695";1000;11;10;5;"PCA";0,417200313790618
"1696";1000;11;10;5;"SPCA";0,186433162567311
"1697";1000;11;10;10;"PCA";0,17947260770358
"1698";1000;11;10;10;"SPCA";0,188764623557317
"1699";1000;12;10;3;"PCA";2,73777301519948
"1700";1000;12;10;3;"SPCA";0,1668399150447
"1701";1000;12;10;5;"PCA";0,344206683237502
"1702";1000;12;10;5;"SPCA";0,172784523808123
"1703";1000;12;10;10;"PCA";0,154756069787472
"1704";1000;12;10;10;"SPCA";0,166026231294963
"1705";1000;13;10;3;"PCA";3,04790953755568
"1706";1000;13;10;3;"SPCA";0,160707053378204
"1707";1000;13;10;5;"PCA";0,304932380045124
"1708";1000;13;10;5;"SPCA";0,156635449357115
"1709";1000;13;10;10;"PCA";0,136472765340005
"1710";1000;13;10;10;"SPCA";0,156668282450824
"1711";1000;14;10;3;"PCA";2,20284509013274
"1712";1000;14;10;3;"SPCA";0,15413427824752
"1713";1000;14;10;5;"PCA";0,259649951224703
"1714";1000;14;10;5;"SPCA";0,149563452732692
"1715";1000;14;10;10;"PCA";0,121564212891216
"1716";1000;14;10;10;"SPCA";0,144121086689865
"1717";1000;15;10;3;"PCA";3,33669085551223
"1718";1000;15;10;3;"SPCA";0,13614550614752
"1719";1000;15;10;5;"PCA";0,259175794998735
"1720";1000;15;10;5;"SPCA";0,137904432594643
"1721";1000;15;10;10;"PCA";0,117732415722611
"1722";1000;15;10;10;"SPCA";0,134124142935717
"1723";1000;16;10;3;"PCA";2,21345232268315
"1724";1000;16;10;3;"SPCA";0,139825786262956
"1725";1000;16;10;5;"PCA";0,241993340162827
"1726";1000;16;10;5;"SPCA";0,133843527007567
"1727";1000;16;10;10;"PCA";0,109863032626551
"1728";1000;16;10;10;"SPCA";0,129263784824904
"1729";1000;17;10;3;"PCA";2,16861446571074
"1730";1000;17;10;3;"SPCA";0,123475490765524
"1731";1000;17;10;5;"PCA";0,20171708974078
"1732";1000;17;10;5;"SPCA";0,12608347890884
"1733";1000;17;10;10;"PCA";0,0996130269454793
"1734";1000;17;10;10;"SPCA";0,120097139409819
"1735";1000;18;10;3;"PCA";2,01230256898452
"1736";1000;18;10;3;"SPCA";0,122848092893685
"1737";1000;18;10;5;"PCA";0,196481844438729
"1738";1000;18;10;5;"SPCA";0,115280192324152
"1739";1000;18;10;10;"PCA";0,0892964247338014
"1740";1000;18;10;10;"SPCA";0,117382279483852
"1741";1000;19;10;3;"PCA";1,48622491630907
"1742";1000;19;10;3;"SPCA";0,120517539749971
"1743";1000;19;10;5;"PCA";0,190952873353269
"1744";1000;19;10;5;"SPCA";0,110852752252939
"1745";1000;19;10;10;"PCA";0,0923462617581333
"1746";1000;19;10;10;"SPCA";0,113095378623147
"1747";1000;20;10;3;"PCA";2,23348125652874
"1748";1000;20;10;3;"SPCA";0,101077519820196
"1749";1000;20;10;5;"PCA";0,178295705917567
"1750";1000;20;10;5;"SPCA";0,1093598431875
"1751";1000;20;10;10;"PCA";0,0864387540344971
"1752";1000;20;10;10;"SPCA";0,106860771415367
"1753";1000;21;10;3;"PCA";1,31708333002922
"1754";1000;21;10;3;"SPCA";0,102297198771746
"1755";1000;21;10;5;"PCA";0,171249160262165
"1756";1000;21;10;5;"SPCA";0,101710399367102
"1757";1000;21;10;10;"PCA";0,0822170371098704
"1758";1000;21;10;10;"SPCA";0,102621494285065
"1759";1000;22;10;3;"PCA";1,16570642598934
"1760";1000;22;10;3;"SPCA";0,103811041724913
"1761";1000;22;10;5;"PCA";0,16067287714776
"1762";1000;22;10;5;"SPCA";0,0957375231818826
"1763";1000;22;10;10;"PCA";0,0753899088407799
"1764";1000;22;10;10;"SPCA";0,100706234828413
"1765";1000;23;10;3;"PCA";2,3298388709536
"1766";1000;23;10;3;"SPCA";0,0879312359431044
"1767";1000;23;10;5;"PCA";0,140619721676651
"1768";1000;23;10;5;"SPCA";0,0959370207161488
"1769";1000;23;10;10;"PCA";0,0759539331723711
"1770";1000;23;10;10;"SPCA";0,0979158647895958
"1771";1000;24;10;3;"PCA";1,82650060926062
"1772";1000;24;10;3;"SPCA";0,0870397879934119
"1773";1000;24;10;5;"PCA";0,13601753151519
"1774";1000;24;10;5;"SPCA";0,0900444709114867
"1775";1000;24;10;10;"PCA";0,0714040088521951
"1776";1000;24;10;10;"SPCA";0,0915139387914453
"1777";1000;25;10;3;"PCA";1,06233111963152
"1778";1000;25;10;3;"SPCA";0,0873363908630169
"1779";1000;25;10;5;"PCA";0,125717817483584
"1780";1000;25;10;5;"SPCA";0,0813765137083452
"1781";1000;25;10;10;"PCA";0,0671055473942518
"1782";1000;25;10;10;"SPCA";0,0887776793265713
"1783";1000;26;10;3;"PCA";2,0349533568717
"1784";1000;26;10;3;"SPCA";0,0850468414819638
"1785";1000;26;10;5;"PCA";0,136678566453834
"1786";1000;26;10;5;"SPCA";0,0877874935958074
"1787";1000;26;10;10;"PCA";0,0624723547325621
"1788";1000;26;10;10;"SPCA";0,0807758874288074
"1789";1000;27;10;3;"PCA";2,4447839260782
"1790";1000;27;10;3;"SPCA";0,0777682132217364
"1791";1000;27;10;5;"PCA";0,136532113579922
"1792";1000;27;10;5;"SPCA";0,0840856377621964
"1793";1000;27;10;10;"PCA";0,0612605507602974
"1794";1000;27;10;10;"SPCA";0,0791567121114447
"1795";1000;28;10;3;"PCA";1,29736555893351
"1796";1000;28;10;3;"SPCA";0,075287229883598
"1797";1000;28;10;5;"PCA";0,116787786006825
"1798";1000;28;10;5;"SPCA";0,0743277737044546
"1799";1000;28;10;10;"PCA";0,0555776365930982
"1800";1000;28;10;10;"SPCA";0,0719750991408885
"1801";1000;29;10;3;"PCA";0,932274858515851
"1802";1000;29;10;3;"SPCA";0,0759836545028788
"1803";1000;29;10;5;"PCA";0,119945585089366
"1804";1000;29;10;5;"SPCA";0,0740481236415056
"1805";1000;29;10;10;"PCA";0,057189312329874
"1806";1000;29;10;10;"SPCA";0,0744070760879454
"1807";1000;30;10;3;"PCA";1,44170330811739
"1808";1000;30;10;3;"SPCA";0,0715950547237736
"1809";1000;30;10;5;"PCA";0,0990997732459031
"1810";1000;30;10;5;"SPCA";0,0705025766111137
"1811";1000;30;10;10;"PCA";0,0528974198742944
"1812";1000;30;10;10;"SPCA";0,071768030838055
"1813";1000;31;10;3;"PCA";2,08364842126951
"1814";1000;31;10;3;"SPCA";0,0721066089892689
"1815";1000;31;10;5;"PCA";0,122876283881904
"1816";1000;31;10;5;"SPCA";0,0752781407620491
"1817";1000;31;10;10;"PCA";0,0543721136471406
"1818";1000;31;10;10;"SPCA";0,0721676089239019
"1819";1000;32;10;3;"PCA";0,945925278902142
"1820";1000;32;10;3;"SPCA";0,0681033575100983
"1821";1000;32;10;5;"PCA";0,101429902454622
"1822";1000;32;10;5;"SPCA";0,0680502175132527
"1823";1000;32;10;10;"PCA";0,0552594216293576
"1824";1000;32;10;10;"SPCA";0,0653120927519269
"1825";1000;33;10;3;"PCA";0,675080448970751
"1826";1000;33;10;3;"SPCA";0,0681578499015223
"1827";1000;33;10;5;"PCA";0,0933181909714871
"1828";1000;33;10;5;"SPCA";0,0643599474976743
"1829";1000;33;10;10;"PCA";0,0520286248649935
"1830";1000;33;10;10;"SPCA";0,0663935868121258
"1831";1000;34;10;3;"PCA";1,24666013693818
"1832";1000;34;10;3;"SPCA";0,0658293853549251
"1833";1000;34;10;5;"PCA";0,0967100177461154
"1834";1000;34;10;5;"SPCA";0,0623517859057062
"1835";1000;34;10;10;"PCA";0,049621651594681
"1836";1000;34;10;10;"SPCA";0,0616522711567054
"1837";1000;35;10;3;"PCA";0,742066730358456
"1838";1000;35;10;3;"SPCA";0,0609783388359403
"1839";1000;35;10;5;"PCA";0,110297329642374
"1840";1000;35;10;5;"SPCA";0,0653060759959686
"1841";1000;35;10;10;"PCA";0,0466155241959097
"1842";1000;35;10;10;"SPCA";0,0625922381835016
"1843";1000;36;10;3;"PCA";2,12823236397111
"1844";1000;36;10;3;"SPCA";0,0610302674281712
"1845";1000;36;10;5;"PCA";0,088463704250976
"1846";1000;36;10;5;"SPCA";0,059644373066439
"1847";1000;36;10;10;"PCA";0,0455035890075666
"1848";1000;36;10;10;"SPCA";0,0594390856142336
"1849";1000;37;10;3;"PCA";1,38071978169272
"1850";1000;37;10;3;"SPCA";0,0587772709769752
"1851";1000;37;10;5;"PCA";0,134007843915002
"1852";1000;37;10;5;"SPCA";0,0587400330846183
"1853";1000;37;10;10;"PCA";0,0434144647334986
"1854";1000;37;10;10;"SPCA";0,0576587072353516
"1855";1000;38;10;3;"PCA";0,956499053049416
"1856";1000;38;10;3;"SPCA";0,0580236533177663
"1857";1000;38;10;5;"PCA";0,118717290938525
"1858";1000;38;10;5;"SPCA";0,0594492375306365
"1859";1000;38;10;10;"PCA";0,041872906301696
"1860";1000;38;10;10;"SPCA";0,0555345937540508
"1861";1000;39;10;3;"PCA";0,749227074210808
"1862";1000;39;10;3;"SPCA";0,0563071912036721
"1863";1000;39;10;5;"PCA";0,0885170846923174
"1864";1000;39;10;5;"SPCA";0,053290993841904
"1865";1000;39;10;10;"PCA";0,0420218450554827
"1866";1000;39;10;10;"SPCA";0,0571949485263342
"1867";1000;40;10;3;"PCA";0,850475242033347
"1868";1000;40;10;3;"SPCA";0,0538691200388418
"1869";1000;40;10;5;"PCA";0,0824433920723678
"1870";1000;40;10;5;"SPCA";0,0538543773489578
"1871";1000;40;10;10;"PCA";0,0411941454608246
"1872";1000;40;10;10;"SPCA";0,0540235475232563
"1873";10000;2;10;3;"PCA";233,270186261256
"1874";10000;2;10;3;"SPCA";6,63039340491137
"1875";10000;2;10;5;"PCA";7,71779491581083
"1876";10000;2;10;5;"SPCA";2,74876964065592
"1877";10000;2;10;10;"PCA";3,02463638459263
"1878";10000;2;10;10;"SPCA";2,83700915416303
"1879";10000;3;10;3;"PCA";125,785109732002
"1880";10000;3;10;3;"SPCA";1,0992308497967
"1881";10000;3;10;5;"PCA";2,68056097339725
"1882";10000;3;10;5;"SPCA";1,08947891158635
"1883";10000;3;10;10;"PCA";1,15387854119126
"1884";10000;3;10;10;"SPCA";1,12974881909938
"1885";10000;4;10;3;"PCA";78,6823511062085
"1886";10000;4;10;3;"SPCA";0,668799213102045
"1887";10000;4;10;5;"PCA";1,70549270485527
"1888";10000;4;10;5;"SPCA";0,670027964707323
"1889";10000;4;10;10;"PCA";0,65461633385411
"1890";10000;4;10;10;"SPCA";0,650621089968693
"1891";10000;5;10;3;"PCA";49,7167891312846
"1892";10000;5;10;3;"SPCA";0,487840673571032
"1893";10000;5;10;5;"PCA";1,66559717829694
"1894";10000;5;10;5;"SPCA";0,483223990495373
"1895";10000;5;10;10;"PCA";0,47729133546018
"1896";10000;5;10;10;"SPCA";0,472447900271053
"1897";10000;6;10;3;"PCA";34,906005574751
"1898";10000;6;10;3;"SPCA";0,373258184029799
"1899";10000;6;10;5;"PCA";0,920371980882385
"1900";10000;6;10;5;"SPCA";0,374587074277656
"1901";10000;6;10;10;"PCA";0,381781904905175
"1902";10000;6;10;10;"SPCA";0,375487427324712
"1903";10000;7;10;3;"PCA";27,9281481440317
"1904";10000;7;10;3;"SPCA";0,305970968524258
"1905";10000;7;10;5;"PCA";0,71535876994061
"1906";10000;7;10;5;"SPCA";0,324395559294627
"1907";10000;7;10;10;"PCA";0,303306623783688
"1908";10000;7;10;10;"SPCA";0,299186863433367
"1909";10000;8;10;3;"PCA";19,3296546489019
"1910";10000;8;10;3;"SPCA";0,261713133975581
"1911";10000;8;10;5;"PCA";0,555776766855386
"1912";10000;8;10;5;"SPCA";0,264544343096283
"1913";10000;8;10;10;"PCA";0,254938371938454
"1914";10000;8;10;10;"SPCA";0,274613418525533
"1915";10000;9;10;3;"PCA";11,5928167309491
"1916";10000;9;10;3;"SPCA";0,228719561878343
"1917";10000;9;10;5;"PCA";0,522480027844733
"1918";10000;9;10;5;"SPCA";0,227024396468656
"1919";10000;9;10;10;"PCA";0,215777039204138
"1920";10000;9;10;10;"SPCA";0,236353184796494
"1921";10000;10;10;3;"PCA";20,1005405846403
"1922";10000;10;10;3;"SPCA";0,213603487370751
"1923";10000;10;10;5;"PCA";0,823099682930769
"1924";10000;10;10;5;"SPCA";0,21022743885408
"1925";10000;10;10;10;"PCA";0,189565059482311
"1926";10000;10;10;10;"SPCA";0,20487672103056
"1927";10000;11;10;3;"PCA";20,7838853853095
"1928";10000;11;10;3;"SPCA";0,185147657017141
"1929";10000;11;10;5;"PCA";0,384646684377218
"1930";10000;11;10;5;"SPCA";0,183883403483337
"1931";10000;11;10;10;"PCA";0,169015914985491
"1932";10000;11;10;10;"SPCA";0,188680484477847
"1933";10000;12;10;3;"PCA";7,55981675264627
"1934";10000;12;10;3;"SPCA";0,162506675147525
"1935";10000;12;10;5;"PCA";0,327202266949496
"1936";10000;12;10;5;"SPCA";0,179470135682617
"1937";10000;12;10;10;"PCA";0,163583376154867
"1938";10000;12;10;10;"SPCA";0,179053661469105
"1939";10000;13;10;3;"PCA";13,4174419137099
"1940";10000;13;10;3;"SPCA";0,158878409027581
"1941";10000;13;10;5;"PCA";0,329120088523184
"1942";10000;13;10;5;"SPCA";0,159201899990856
"1943";10000;13;10;10;"PCA";0,133845322378539
"1944";10000;13;10;10;"SPCA";0,158498231428227
"1945";10000;14;10;3;"PCA";10,1666580754796
"1946";10000;14;10;3;"SPCA";0,148733592854514
"1947";10000;14;10;5;"PCA";0,280558659924177
"1948";10000;14;10;5;"SPCA";0,145776331271353
"1949";10000;14;10;10;"PCA";0,128212963171771
"1950";10000;14;10;10;"SPCA";0,150940001553599
"1951";10000;15;10;3;"PCA";10,644525703496
"1952";10000;15;10;3;"SPCA";0,139977743144163
"1953";10000;15;10;5;"PCA";0,271043526762084
"1954";10000;15;10;5;"SPCA";0,138019191297725
"1955";10000;15;10;10;"PCA";0,113561353238323
"1956";10000;15;10;10;"SPCA";0,138415797477734
"1957";10000;16;10;3;"PCA";13,605228499404
"1958";10000;16;10;3;"SPCA";0,127922156739289
"1959";10000;16;10;5;"PCA";0,352646192332141
"1960";10000;16;10;5;"SPCA";0,132848927890853
"1961";10000;16;10;10;"PCA";0,108325912836771
"1962";10000;16;10;10;"SPCA";0,132427059755229
"1963";10000;17;10;3;"PCA";8,43521311745901
"1964";10000;17;10;3;"SPCA";0,121731104715568
"1965";10000;17;10;5;"PCA";0,210472716250033
"1966";10000;17;10;5;"SPCA";0,123361550753685
"1967";10000;17;10;10;"PCA";0,104490146267395
"1968";10000;17;10;10;"SPCA";0,119743682963331
"1969";10000;18;10;3;"PCA";4,8214839190153
"1970";10000;18;10;3;"SPCA";0,115479086823991
"1971";10000;18;10;5;"PCA";0,202475954281881
"1972";10000;18;10;5;"SPCA";0,113414748145786
"1973";10000;18;10;10;"PCA";0,0964870221162045
"1974";10000;18;10;10;"SPCA";0,119157064854895
"1975";10000;19;10;3;"PCA";10,8661741612446
"1976";10000;19;10;3;"SPCA";0,114527411425427
"1977";10000;19;10;5;"PCA";0,204286088284446
"1978";10000;19;10;5;"SPCA";0,112517318876708
"1979";10000;19;10;10;"PCA";0,0932721278091633
"1980";10000;19;10;10;"SPCA";0,110608714304772
"1981";10000;20;10;3;"PCA";3,35331454181946
"1982";10000;20;10;3;"SPCA";0,103528726002329
"1983";10000;20;10;5;"PCA";0,197976030134848
"1984";10000;20;10;5;"SPCA";0,10617385797661
"1985";10000;20;10;10;"PCA";0,0865598172884438
"1986";10000;20;10;10;"SPCA";0,101968733513557
"1987";10000;21;10;3;"PCA";7,43553616812931
"1988";10000;21;10;3;"SPCA";0,0980604396621728
"1989";10000;21;10;5;"PCA";0,170996028286798
"1990";10000;21;10;5;"SPCA";0,0979608406418635
"1991";10000;21;10;10;"PCA";0,0778364915548612
"1992";10000;21;10;10;"SPCA";0,101605151778962
"1993";10000;22;10;3;"PCA";17,8428171223163
"1994";10000;22;10;3;"SPCA";0,0934551516956155
"1995";10000;22;10;5;"PCA";0,173029553262236
"1996";10000;22;10;5;"SPCA";0,0979045389351712
"1997";10000;22;10;10;"PCA";0,0755242700531789
"1998";10000;22;10;10;"SPCA";0,0977717097015873
"1999";10000;23;10;3;"PCA";23,1057657263212
"2000";10000;23;10;3;"SPCA";0,0946090232895427
"2001";10000;23;10;5;"PCA";0,148200225395784
"2002";10000;23;10;5;"SPCA";0,093785336073626
"2003";10000;23;10;10;"PCA";0,0734848148796703
"2004";10000;23;10;10;"SPCA";0,0939296202567563
"2005";10000;24;10;3;"PCA";20,2943122955134
"2006";10000;24;10;3;"SPCA";0,0888544207757908
"2007";10000;24;10;5;"PCA";0,202028635917963
"2008";10000;24;10;5;"SPCA";0,089877139556287
"2009";10000;24;10;10;"PCA";0,0661560541914566
"2010";10000;24;10;10;"SPCA";0,0918001670608061
"2011";10000;25;10;3;"PCA";2,69607736076669
"2012";10000;25;10;3;"SPCA";0,0912738165595277
"2013";10000;25;10;5;"PCA";0,15961099554676
"2014";10000;25;10;5;"SPCA";0,0896165565988791
"2015";10000;25;10;10;"PCA";0,0662999223360294
"2016";10000;25;10;10;"SPCA";0,0822104558023385
"2017";10000;26;10;3;"PCA";1,90333869578617
"2018";10000;26;10;3;"SPCA";0,0795537269067373
"2019";10000;26;10;5;"PCA";0,136859547170857
"2020";10000;26;10;5;"SPCA";0,0841230149706105
"2021";10000;26;10;10;"PCA";0,0662761055762927
"2022";10000;26;10;10;"SPCA";0,0845579797811918
"2023";10000;27;10;3;"PCA";2,96691355583569
"2024";10000;27;10;3;"SPCA";0,0786124520355794
"2025";10000;27;10;5;"PCA";0,131009656485203
"2026";10000;27;10;5;"SPCA";0,081291465280978
"2027";10000;27;10;10;"PCA";0,0652182825345201
"2028";10000;27;10;10;"SPCA";0,0799424623734499
"2029";10000;28;10;3;"PCA";7,57577825856546
"2030";10000;28;10;3;"SPCA";0,0792516257995746
"2031";10000;28;10;5;"PCA";0,119681927688244
"2032";10000;28;10;5;"SPCA";0,0784625330904785
"2033";10000;28;10;10;"PCA";0,0591215232032871
"2034";10000;28;10;10;"SPCA";0,0797102988503468
"2035";10000;29;10;3;"PCA";4,44477296929351
"2036";10000;29;10;3;"SPCA";0,0721227159101757
"2037";10000;29;10;5;"PCA";0,180046734264928
"2038";10000;29;10;5;"SPCA";0,0750172626960789
"2039";10000;29;10;10;"PCA";0,0566629614169887
"2040";10000;29;10;10;"SPCA";0,0772629093757128
"2041";10000;30;10;3;"PCA";13,5397666597786
"2042";10000;30;10;3;"SPCA";0,0728815138350414
"2043";10000;30;10;5;"PCA";0,107667178724439
"2044";10000;30;10;5;"SPCA";0,0729474486970453
"2045";10000;30;10;10;"PCA";0,0584744762182461
"2046";10000;30;10;10;"SPCA";0,0706186812356375
"2047";10000;31;10;3;"PCA";3,007920098485
"2048";10000;31;10;3;"SPCA";0,0713128455578842
"2049";10000;31;10;5;"PCA";0,119913266729238
"2050";10000;31;10;5;"SPCA";0,0716510318521006
"2051";10000;31;10;10;"PCA";0,0531843040103946
"2052";10000;31;10;10;"SPCA";0,0705979933566047
"2053";10000;32;10;3;"PCA";3,37741863863509
"2054";10000;32;10;3;"SPCA";0,0708614514250854
"2055";10000;32;10;5;"PCA";0,127093996922558
"2056";10000;32;10;5;"SPCA";0,0669174927921945
"2057";10000;32;10;10;"PCA";0,050189271794417
"2058";10000;32;10;10;"SPCA";0,0666147339052581
"2059";10000;33;10;3;"PCA";7,64945760295563
"2060";10000;33;10;3;"SPCA";0,0676810508850676
"2061";10000;33;10;5;"PCA";0,105931196055172
"2062";10000;33;10;5;"SPCA";0,0657049445663549
"2063";10000;33;10;10;"PCA";0,0513459231409534
"2064";10000;33;10;10;"SPCA";0,0678143883592348
"2065";10000;34;10;3;"PCA";3,37006592040252
"2066";10000;34;10;3;"SPCA";0,0611573590988198
"2067";10000;34;10;5;"PCA";0,112131825025968
"2068";10000;34;10;5;"SPCA";0,0649290896434233
"2069";10000;34;10;10;"PCA";0,0496598552372196
"2070";10000;34;10;10;"SPCA";0,0627440624911591
"2071";10000;35;10;3;"PCA";2,481929467753
"2072";10000;35;10;3;"SPCA";0,0626963387120078
"2073";10000;35;10;5;"PCA";0,10466501359065
"2074";10000;35;10;5;"SPCA";0,0615137501833191
"2075";10000;35;10;10;"PCA";0,0477431673676384
"2076";10000;35;10;10;"SPCA";0,0627345468737704
"2077";10000;36;10;3;"PCA";3,01729017637835
"2078";10000;36;10;3;"SPCA";0,0612632190977352
"2079";10000;36;10;5;"PCA";0,100310918990707
"2080";10000;36;10;5;"SPCA";0,0607763622334851
"2081";10000;36;10;10;"PCA";0,0439189093125016
"2082";10000;36;10;10;"SPCA";0,0613173148103663
"2083";10000;37;10;3;"PCA";4,8735924894505
"2084";10000;37;10;3;"SPCA";0,0584655251188741
"2085";10000;37;10;5;"PCA";0,0967683724341147
"2086";10000;37;10;5;"SPCA";0,0581670919815706
"2087";10000;37;10;10;"PCA";0,0454745293021715
"2088";10000;37;10;10;"SPCA";0,061555173074846
"2089";10000;38;10;3;"PCA";4,81815771964588
"2090";10000;38;10;3;"SPCA";0,0584305629870747
"2091";10000;38;10;5;"PCA";0,0976157194243712
"2092";10000;38;10;5;"SPCA";0,0577798648221257
"2093";10000;38;10;10;"PCA";0,0425405786627392
"2094";10000;38;10;10;"SPCA";0,0614146149989525
"2095";10000;39;10;3;"PCA";5,49251348864073
"2096";10000;39;10;3;"SPCA";0,0560786228050311
"2097";10000;39;10;5;"PCA";0,0965855856987068
"2098";10000;39;10;5;"SPCA";0,0544366260807778
"2099";10000;39;10;10;"PCA";0,0424942389314857
"2100";10000;39;10;10;"SPCA";0,0588219590620247
"2101";10000;40;10;3;"PCA";12,985285125361
"2102";10000;40;10;3;"SPCA";0,0563857333392346
"2103";10000;40;10;5;"PCA";0,121730225960976
"2104";10000;40;10;5;"SPCA";0,0548817700176589
"2105";10000;40;10;10;"PCA";0,0405886623412254
"2106";10000;40;10;10;"SPCA";0,0529692204616849
"2107";500;2;50;3;"PCA";306,475691529095
"2108";500;2;50;3;"SPCA";58,5149891294161
"2109";500;2;50;5;"PCA";154,651840731479
"2110";500;2;50;5;"SPCA";26,7094439791646
"2111";500;2;50;10;"PCA";7,92037174443156
"2112";500;2;50;10;"SPCA";2,15089234491999
"2113";500;3;50;3;"PCA";199,741410539839
"2114";500;3;50;3;"SPCA";4,03677833383328
"2115";500;3;50;5;"PCA";34,0151882600804
"2116";500;3;50;5;"SPCA";1,30682590958446
"2117";500;3;50;10;"PCA";1,03755714074791
"2118";500;3;50;10;"SPCA";0,76163763371882
"2119";500;4;50;3;"PCA";122,259644813093
"2120";500;4;50;3;"SPCA";0,489758638442835
"2121";500;4;50;5;"PCA";10,9298135605629
"2122";500;4;50;5;"SPCA";0,482783314125479
"2123";500;4;50;10;"PCA";0,642337667763521
"2124";500;4;50;10;"SPCA";0,483947865044696
"2125";500;5;50;3;"PCA";88,5993135657026
"2126";500;5;50;3;"SPCA";0,341047449381095
"2127";500;5;50;5;"PCA";5,23923044554556
"2128";500;5;50;5;"SPCA";0,324457170377488
"2129";500;5;50;10;"PCA";0,425960750071762
"2130";500;5;50;10;"SPCA";0,335500303096213
"2131";500;6;50;3;"PCA";68,0096780034496
"2132";500;6;50;3;"SPCA";0,256893296802861
"2133";500;6;50;5;"PCA";3,33708268467015
"2134";500;6;50;5;"SPCA";0,261704550536739
"2135";500;6;50;10;"PCA";0,333090479710029
"2136";500;6;50;10;"SPCA";0,259402693956769
"2137";500;7;50;3;"PCA";42,7409612691343
"2138";500;7;50;3;"SPCA";0,209521768527596
"2139";500;7;50;5;"PCA";2,58407498387379
"2140";500;7;50;5;"SPCA";0,221389164220131
"2141";500;7;50;10;"PCA";0,29451520619754
